"Section 5:  Aquaculture Development Programmes",""
"Table 5.1:  Stocking of Fish Fingerlings","34"
"Table 5.2:  Stocking of Post larvae (Fresh water prawns)","35"
"Table 5.3.1:  Stocking of Post larvae ( Penaeus Monodon))","36"
"Table 5.3.2:  Stocking of Post larvae ( Litopenaeus Vannamei))","37"
"Table 5.4:  Production of Fish Fingerlings","38"
"Table 5.5:  Production of post larvae","39"
"Table 5.6:  Production of Fish Fingerlings and Post Larvae by species in Aquaculture Centers","40"
"Table 5.7:  Production of Fish Fingerlings by Species in Aquaculture Centers (NAQDA)","41"
"Section 6:  External Trade of Fish and Fishery Products",""
"Table 6.1: Summary of Import and Export of Fish and Fishery Products","43"
"Table 6.2: Export Quantity of Fish and Fishery Products","44"
"Table 6.3:  Export Value of Fish and Fishery Products","44"
"Table 6.4: Imported Quantity of Fish and Fishery Products","45"
"Table 6.5: Value of Imported Fish and Fishery Products","45"
"Table 6.6: Quantity of Exported Fish and Fishery Products by Countries","46"
"Table 6.7: Value  of Exported Fish and Fishery Products by Countries","46"
"Table 6.8: Quantity of Tuna Exported by Countries","47"
"Table 6.9: Value of Tuna Exported by Countries","47"
"Table 6.10: Supply  of Dried Fish","48"
"Section 7:  Fish Prices",""
"Table 7.1: Annual Average Retail Prices (Consumer) of Fresh Fish in Colombo Region","50"
"Table 7.2: Annual Average Wholesale Prices of Fresh Fish at Main Fish Markets in Colombo","50"
"Table 7.3: Monthly Average Wholesale Fish Prices at Main Fish Markets in Colombo 2020","51"
"Table 7.4: Monthly Average Wholesale Fish Prices at Main Fish Markets in Colombo 2021","51"
"Table 7.5: Monthly Average Retail Prices of Fish at Colombo Suburb Markets - 2020","52"
"Table 7.6: Monthly  Average Retail Prices of Fish at Colombo Suburb Fish Markets. 2021","52"
"Table 7.7:  Wholesale Prices of Local Dried Fish at Pettah-2021","53"
"Table 7.8: Wholesale Prices of Imported Dried Fish at Pettah - 2021","53"
"Table 7.9: Retail Prices of Local Dried Fish at Colombo and Suburbs Markets-2021","54"
"Table 7.10 Retail Prices of Imported Dried Fish at Colombo and Suburbs Markets-2021","54"
"Section 8:  Fisheries Contribution in Economy",""
"Table 8.1: Gross Domestic Product by Industrial Origin at Current Prices","56"
"Table 8.2: Gross Domestic Product by Industrial Origin at Constant (2010) Prices","56"
"Table 8.3 : Average Monthly Household Fish Consumption","57"
"Table 8.4 : Average Monthly Household Dried Fish Consumption","58"
"Table 8.5 : Per Capita Consumption of Fish, Dried Fish and Canned Fish","59"
"Table 8.6:  Monthly Household Expenditure for Fish and Fishery Products & Contribution","60"
"to Food Basket",""
