"","Table 1.5: Active Fishers by District - Marine Fisheries","","","","","","","","","","","",""
"","Fisheries District","1972","1989","1999","2004","2011","2012","2015","2017","2018","2019","2020","2021"
"1","Negombo","5,357","7,419","14,573","16,800","9,510","9,870","11,410","10,300","9,430","9,590","10,330","11,920"
"2","Colombo","2,325","1,610","2,653","2,800","1,820","1,610","2,400","2,090","2,100","2,300","2,370","2,370"
"3","Kalutara","2,212","3,157","4,322","4,200","5,950","6,060","6,120","4,870","4,960","4,180","4,300","4,300"
"4","Galle","3,479","3,590","6,304","6,300","10,260","10,480","12,890","11,350","11,400","11,390","11,050","10,380"
"5","Matara","3,270","4,426","5,276","7,100","11,090","11,260","13,180","14,100","14,430","14,840","14,940","15,230"
"6","Tangalle","1,742","3,354","7,001","6,100","10,580","10,730","14,990","14,130","13,520","13,780","13,570","12,920"
"7","Kalmunai","5,628","9,022","14,592","15,500","26,040","26,460","20,400","16,380","16,670","15,970","16,090","15,820"
"8","Batticaloa","5,572","12,843","15,137","21,600","29,980","30,280","29,620","39,250","39,410","40,330","40,470","39,990"
"9","Trincomalee","2,823","6,502","10,748","16,100","34,620","35,040","33,950","31,830","31,180","29,700","27,800","29,170"
"10","Mullativu","1,349","3,183","1,950","3,300","1,480","2,180","3,460","5,290","6,120","8,950","9,150","8,440"
"11","Kilinochchi","-","1,103","1,400","3,700","3,720","3,890","3,900","3,920","3,970","4,150","4,260","4,250"
"12","Jaffna","10,826","24,839","9,614","16,800","22,720","23,420","23,480","24,770","23,570","24,070","24,700","24,670"
"13","Mannar","2,848","5,684","4,593","9,400","18,530","18,960","17,540","14,300","15,390","18,610","18,950","19,520"
"14","Puttalam","10,867","4,539","13,161","12,100","16,810","16,450","15,880","19,000","16,210","16,860","17,010","15,240"
"15","Chilaw","-","7,173","9,090","10,000","12,320","11,860","12,340","9,290","9,770","9,890","10,030","9,970"
"","Total","58,298","98,444","120,414","151,800","215,430","218,550","221,560","220,870","218,130","224,610","225,020","224,190"
"Source: Statistics Unit - Ministry of Fisheries","","","","","","","","","","","","",""
