"","Table 7.1: Annual Average Retail Prices (Consumer) of Fresh Fish in Colombo Region -  (Rs/Kg)","","","","","","","","","","","",""
"","Retail","1990","1995","2000","2005","2010","2015","2016","2017","2018","2019","2020","2021"
"1","Salaya/Sardinella","30.00","47.00","64.00","114.00","147.00","223.00","195.00","220.00","249.00","254.00","292.00","310.00"
"2","Hurulla/ Herrings","42.00","75.00","103.00","161.00","290.00","352.00","396.00","409.00","418.00","484.00","533.00","613.00"
"3","Balaya/ Skipjack tuna","62.00","102.00","151.00","242.00","435.00","473.00","540.00","560.00","612.00","699.00","673.00","784.00"
"4","Kelawalla/ Yellowfin tuna","61.00","140.00","212.00","316.00","611.00","774.00","834.00","918.00","951.00","1,011.00","1,009.00","1,296.00"
"5","Thora/ Seer","96.00","184.00","381.00","529.00","923.00","1,285.00","1,366.00","1,415.00","1,547.00","1,544.00","1,468.00","2,015.00"
"6","Para/ Travelly","80.00","165.00","245.00","336.00","560.00","800.00","875.00","958.00","1,003.00","1,052.00","1,136.00","1,343.00"
"7","Mora/ Sharks","53.00","97.00","160.00","258.00","428.00","657.00","712.00","724.00","757.00","891.00","841.00","1,043.00"
"8","Thalapath/ Sail fish","67.00","121.00","247.00","342.00","697.00","861.00","897.00","1,004.00","1,093.00","1,168.00","1,205.00","1,511.00"
"9","Kumbalawa/ Indian mackerel53.00","","96.00","132.00","213.00","356.00","425.00","480.00","456.00","510.00","567.00","604.00","656.00"
"10","Gal malu/ Rock fish","54.00","106.00","148.00","245.00","433.00","636.00","626.00","662.00","699.00","801.00","973.00","1,191.00"
"11","Issa/ Prawns","140.00","215.00","392.00","na","737.00","878.00","916.00","1,152.00","1,091.00","1,159.00","1,184.00","1,197.00"
"12","Theppili/ Thilapia","44.00","55.00","94.00","159.00","242.00","345.00","401.00","na","383.00","483.00","466.00","595.00"
"Source  : Statistics Unit, Ministry of Fisheries","","","","","","","","","","","","",""
