     ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Monthly Fish Production Statistics   ,,,,,,,,,
August 2019,,,,,,,,,
,,,,,,,,,
Table 1: Fish Production (Metric tons),,,,,,,,,
,,,,,,,,,
Fishing Sub-sector,,2015.0,2016.0,2017.0,2018.0,    2018    (Jan-Jul),  2019* (Jan-Jul),Change in 2019 compared to 2018 (%),Percentage share (%)
1,Off shore/Deep Sea,183870.0,182830.0,189720.0,190350.0,130700,118920,-9.01300688599847,35.348671303727485
2,Coastal,269020.0,274160.0,259720.0,249020.0,159630,159550,-0.05011589300256844,47.42583675167945
,Total Marine,452890.0,456990.0,449440.0,439370.0,290330,278470,-4.085006716495023,82.77450805540694
3,Inland Capture,57060.0,58410.0,68500.0,71020.0,38310,46920,22.474549725920127,13.946852149099339
4,Inland Culture,3150.0,9490.0,8740.14,8490.0,4930,6020,22.10953346855984,1.7894298793175198
5,Shrimp Farms,7090.0,6030.0,4630.0,8180.0,4730,5010,5.9196617336152215,1.4892099161762085
,Total Inland,67300.0,73930.0,81870.14,87690.0,47970,57950,20.80466958515739,17.22549194459307
,Sri Lanka ,520190.0,530920.0,531310.14,527060.0,338300,336420,-0.5557197753473249,100
,Targets,361320.0,404800.0,482600.0,575200.0,685700,,,
,Achievement,,,,,,,,
Source: Statistics Unit of MFADRD,,,,,,,,,
