     ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Monthly Fish Production Statistics   ,,,,,,,,,
May 2019,,,,,,,,,
,,,,,,,,,
Table 1: Fish Production (Metric tons),,,,,,,,,
,,,,,,,,,
Fishing Sub-sector,,2015.0,2016.0,2017.0,2018.0,    2018    (Jan-May),  2019* (Jan-May),Change in 2019 compared to 2018 (%),Percentage share (%)
1,Off shore/Deep Sea,183870.0,182830.0,189720.0,190350.0,86500,79600,-7.976878612716763,36.968233327141
2,Coastal,269020.0,274160.0,259720.0,249020.0,100800,101180,0.376984126984127,46.990525729147315
,Total Marine,452890.0,456990.0,449440.0,439370.0,187300,180780,-3.4810464495461826,83.95875905628832
3,Inland Capture,57060.0,58410.0,68500.0,71020.0,22240,28560,28.41726618705036,13.263979193758127
4,Inland Culture,3150.0,9490.0,8740.14,8490.0,2450,2870,17.142857142857142,1.3328998699609884
5,Shrimp Farms,7090.0,6030.0,4630.0,8180.0,3860,3110,-19.4300518134715,1.4443618799925693
,Total Inland,67300.0,73930.0,81870.14,87690.0,28550,34540,20.98073555166375,16.041240943711685
,Sri Lanka ,520190.0,530920.0,531310.14,527060.0,215850,215320,-0.24554088487375492,100
Source: Statistics Unit of MFADRD,,,,,,,,,
