--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
3,ගල්මාළු (ලොකු),Rock Fish (L),640,618.33,870,0.4070156712435107,0.359375
4,තලපත්,Sail fish,1170,1208.33,1168.33,-0.0331035395959713,-0.0014273504273504896
5,බලයා,Skipjack tuna,660,640,800,0.25,0.21212121212121213
6,කෙළවල්ලා,Yellowfin tuna,864,866.67,985,0.13653409025349908,0.1400462962962963
7,සාලයා (මට්ට),Sardinella,250,233.33,205,-0.12141602022886046,-0.18
8,මෝරා,Shark,­,745,745,0,­
9,හුරුල්ලා,Herrings,282.5,510,420,-0.17647058823529413,0.48672566371681414
10,කුම්බලා,Indian mackerel,332,500,511.67,0.02334000000000003,0.5411746987951808
11,කාරල්ලා,Pony fish,­,­,175,­,­
12,කටුවල්ලා,Katuwalla,­,180,­,­,­
13,හාල්මැස්සා,Anchovies,460,360,270,-0.25,-0.41304347826086957
14,ඉස්සා (M),Prawns (M),1004.33,1293.33,1288,-0.004121144642125311,0.2824470044706421
15, කොප්පරා,Marlins,­,960,960,0,­
16,අලගොඩුවා,Frigate tuna,­,490,330,-0.32653061224489793,­
17,ඇටවල්ලා,Kawakawa,420,460,420,-0.08695652173913043,0
18,ඇටිස්සා,Red Bream,600,­,740,­,0.23333333333333334
19,බෝල්ලා,Big eye scade,273.33,356,376,0.056179775280898875,0.3756265320308785
20,ගින්නටි පරව්,Ginnati paraw,800,600,585,-0.025,-0.26875
21,හබරලි,Needle fish,425,466,400,-0.14163090128755365,-0.058823529411764705
22,හැඩැල්ලා,Indian Anchovy,670,1200,­,­,­
23,ජීලාවා,Barracuda,686.67,640,742,0.159375,0.0805772787510741
24,ලින්නා,Indian Scade,270,359.4,336,-0.06510851419031713,0.24444444444444444
25,ලේන පරව්,Rainbow runner,333.33,410,415,0.012195121951219513,0.2450124501245013
26,සුද්දා,Threadfin bream,460,500,432,-0.136,-0.06086956521739131
27,සූඩයා,White Sardinella,­,130,140,0.07692307692307693,­
28,දැල්ලා,Cuttle fish,760,960,1040,0.08333333333333333,0.3684210526315789
29,කකුළුවා,Sea Crabs,1600,1216.67,1225,0.00684655658477642,-0.234375
30,තිලාපියා,Thilapia (M),­,450,450,0,­
"* Selected Markets - Wellampitiya,  Battaramulla, Dematagoda,  Nugegoda,  Kirulapana,                     Maharagama  ",,,,,,,
