"Table 1.7: Fishing Households and Active Fishers (Marine Fisheries) - 2016","","","","","","",""
"","","","","Active Fishers","","",""
"","","Number of FI","","","Fishing Household","","Average Fishers per"
"","Fisheries District","","Fishing Households","(Fishermen &","","",""
"","","Divisions","","","Population","Household",""
"","","","","women)","","",""
"1","Negombo","13","9,050","10,570","44,360","","1.2"
"2","Colombo","10","1,880","2,340","8,810","","1.2"
"3","Kalutara","9","4,790","4,820","20,130","","1.0"
"4","Galle","9","9,430","12,420","46,210","","1.3"
"5","Matara","9","12,250","15,570","50,220","","1.3"
"6","Tangalle","12","9,390","12,010","38,480","","1.3"
"7","Kalmunai","12","18,740","22,290","91,850","","1.2"
"8","Batticaloa","15","26,980","31,820","118,980","","1.2"
"9","Trincomalee","11","31,270","32,960","109,460","","1.1"
"10","Mullaitivu","4","4,730","5,250","20,100","","1.1"
"11","Kilinochchi","5","4,120","4,190","16,910","","1.0"
"12","Jaffna","14","21,800","22,690","105,940","","1.0"
"13","Mannar","6","15,030","18,570","62,660","","1.2"
"14","Puttalam","8","10,790","12,530","52,880","","1.2"
"15","Chilaw","11","8,440","10,800","40,490","","1.3"
"","Total","148","188,690","218,830","827,480","","1.2"
