Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st  week September 2019, compared to:",
Sinhala Name,,Common Name,1st week September,4th week August,1st week September,Last week ,Last Year
1,තෝරා,Seer,1530,1530,1501.4,-0.01869281045751628,-0.01869281045751628
2,පරව් (ලොකු),Trevally (L),980,1119.44,1080,-0.03523190166511832,0.10204081632653061
3,ගල්මාළු (ලොකු),Rock Fish (L),720,762.5,813.33,0.06666229508196726,0.12962500000000005
4,තලපත්,Sail fish,1118.33,1219.44,1227.5,0.0066095912878041925,0.09761877084581481
5,බලයා,Skipjack tuna,632,720,900,0.25,0.4240506329113924
6,කෙළවල්ලා,Yellowfin tuna,1094.8,1115,1116,0.0008968609865470852,0.01936426744610892
7,සාලයා (මට්ට),Sardinella,270,300,280,-0.06666666666666667,0.037037037037037035
8,මෝරා,Shark,770,960,880,-0.08333333333333333,0.14285714285714285
9,හුරුල්ලා,Herrings,440,455,453.33,-0.0036703296703297053,0.03029545454545451
10,කුම්බලා,Indian mackerel,510,600,777.5,0.29583333333333334,0.5245098039215687
11,කාරල්ලා,Pony fish,180,200,270,0.35,0.5
12,කටුවල්ලා,Katuwalla,­,­,­,­,­
13,හාල්මැස්සා,Anchovies,600,­,520,­,-0.13333333333333333
14,ඉස්සා (M),Prawns (M),1116,1288.67,1166.67,-0.09467125020369838,0.045403225806451675
15, කොප්පරා,Marlins,850,960,960,0,0.12941176470588237
16,අලගොඩුවා,Frigate tuna,266.67,340,415,0.22058823529411764,0.5562305471181609
17,ඇටවල්ලා,Kawakawa,406.67,720,480,-0.3333333333333333,0.18031819411316297
18,ඇටිස්සා,Red Bream,720,1100,790,-0.2818181818181818,0.09722222222222222
19,බෝල්ලා,Big eye scade,356.67,440,416,-0.05454545454545454,0.16634423977346
20,ගින්නටි පරව්,Ginnati paraw,630,910,960,0.054945054945054944,0.5238095238095238
21,හබරලි,Needle fish,540,720,720,0,0.3333333333333333
22,හැඩැල්ලා,Indian Anchovy,790,830,841.67,0.014060240963855372,0.0654050632911392
23,ජීලාවා,Barracuda,653.33,1050,826.67,-0.21269523809523813,0.2653176801922457
24,ලින්නා,Indian Scade,393.33,402.67,428,0.06290510840142048,0.08814481478656604
25,ලේන පරව්,Rainbow runner,477.5,512,530,0.03515625,0.1099476439790576
26,සුද්දා,Threadfin bream,490,586,516,-0.11945392491467577,0.053061224489795916
27,සූඩයා,White Sardinella,­,­,­,­,­
28,දැල්ලා,Cuttle fish,693,1005,906,-0.09850746268656717,0.30735930735930733
29,කකුළුවා,Sea Crabs,800,1337.5,1300,-0.028037383177570093,0.625
30,තිලාපියා,Thilapia (M),­,545,505,-0.07339449541284404,­
"* Selected Markets - Wellampitiya,  Battaramulla, Dematagoda,  Nugegoda,  Kirulapana,                     Maharagama  ",,,,,,,
