"Table 1.7: Fishing Households and Active Fishers - Marine Fisheries - 2024","","","","","","",""
"","","","","Active Fishers","","",""
"","","Number of FI","","","Fishing Household","","Average Fishers per"
"","Fisheries District","","Fishing Households","(Fishermen &","","",""
"","","Divisions","","","Population","Household",""
"","","","","women)","","",""
"1","Negombo","13","9,450","10,730","42,270","","1.1"
"2","Colombo","8","2,010","2,150","8,850","","1.1"
"3","Kalutara","9","3,960","4,020","15,530","","1.0"
"4","Galle","9","7,730","9,350","35,700","","1.2"
"5","Matara","9","12,630","15,760","53,300","","1.2"
"6","Tangalle","12","10,040","14,510","40,050","","1.4"
"7","Kalmunai","12","14,920","16,460","77,190","","1.1"
"8","Batticaloa","15","29,120","42,050","125,190","","1.4"
"9","Trincomalee","11","27,950","28,070","100,430","","1.0"
"10","Mullaitivu","4","6,330","8,780","27,510","","1.4"
"11","Kilinochchi","4","4,640","4,800","16,110","","1.0"
"12","Jaffna","17","23,940","26,150","107,260","","1.1"
"13","Mannar","6","17,590","18,350","74,390","","1.0"
"14","Puttalam","8","9,360","13,130","42,500","","1.4"
"15","Chilaw","11","9,270","11,170","41,270","","1.2"
"","Total","148","188,940","225,480","807,550","","1.2"
