"","Table 7.4: Monthly Average Wholesale Fish Prices at Main Fish Market in Colombo** -2021","","","","","","","","","","","","",""
"","2020","","","","","","2021","","","","","","","2021"
"Species","Annual","","","","","","","","","","","","","Annual"
"","","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec",""
"","Average","","","","","","","","","","","","","Average"
"Salaya","236.00","175.13","167.31","148.00","186.01","183.66","214.50","220.53","231.10","164.01","170.05","234.25","251.73","196.00"
"Hurulla","420.00","414.17","457.57","441.10","489.85","505.83","474.24","499.00","403.32","422.14","369.94","453.54","429.30","447.00"
"Balaya","341.00","295.83","355.24","365.89","520.13","452.77","420.69","436.67","399.88","375.89","413.01","410.19","457.15","409.00"
"Kelawalla","576.00","529.17","523.49","559.13","798.96","812.69","619.48","640.89","596.94","724.38","791.04","816.03","831.77","687.00"
"Thora","1,304.00","1,000.00","991.67","850.00","897.40","1,048.96","912.50","1,193.45","1,283.75","1,202.53","1,206.46","1,396.25","1,210.42","1,099.00"
"Paraw","625.00","564.58","543.44","497.08","612.35","700.74","584.38","649.58","659.41","667.71","743.44","800.53","799.69","652.00"
"Mora","584.00","568.33","589.17","599.38","700.83","606.04","576.39","637.50","647.92","633.88","672.92","683.33","618.75","628.00"
"Thalapath","701.00","724.94","730.42","695.75","862.50","936.01","806.89","891.84","1,015.89","1,050.58","1,155.28","1,304.13","1,467.92","970.00"
"Kumbala","505.00","368.10","415.67","413.79","597.64","570.03","571.79","521.31","437.32","450.79","396.22","415.00","408.43","464.00"
"Mullet","610.00","na","na","537.50","721.88","653.44","622.41","771.04","672.17","700.21","724.48","835.00","734.72","697.00"
"Prawns","996.00","795.25","818.38","828.65","1,038.24","900.21","800.51","786.67","788.99","961.46","954.91","958.04","901.91","878.00"
"Tilapia (M)","378.00","380.00","358.89","368.33","396.25","388.25","336.11","405.00","435.00","423.06","439.17","407.08","405.00","395.00"
"Source: Statistics Unit, Ministry of Fisheries","","","","","","","","","","","","","",""
"** Peliyagoda Central Fish Market","","","","","","","","","","","","","",""
"na - Not available","","","","","","","","","","","","","",""
"","Table 7.4: Monthly Average Wholesale Fish Prices at Main Fish Market in Colombo** -2022","","","","","","","","","","","","",""
"","2021","","","","","","2022","","","","","","","2022"
"Species","Annual","","","","","","","","","","","","","Annual"
"","","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec",""
"","Average","","","","","","","","","","","","","Average"
"Salaya","196.00","211.54","248.79","251.16","244.55","387.72","624.17","683.39","767.92","613.04","491.61","479.80","425.98","452.47"
"Hurulla","447.00","447.11","543.32","587.00","537.92","753.81","965.03","885.18","992.19","805.88","575.06","569.79","644.78","692.26"
"Balaya","409.00","539.65","526.19","556.85","581.32","915.36","903.30","935.48","993.16","758.75","678.45","593.30","700.15","723.50"
"Kelawalla","687.00","851.92","900.00","936.46","1,017.19","1,307.98","1,482.50","1,465.00","1,728.75","1,575.00","1,302.38","1,075.89","1,143.45","1,232.21"
"Thora","1,099.00","1,227.50","1,275.00","1,335.42","1,251.28","1,637.50","2,050.42","2,284.06","2,553.13","2,307.92","1,904.58","1,644.47","1,900.00","1,780.94"
"Paraw","652.00","838.91","834.37","879.59","873.84","1,136.73","1,320.63","1,418.22","1,731.56","1,485.63","1,243.75","1,041.37","1,186.67","1,165.94"
"Mora","628.00","683.33","750.00","759.38","725.00","1,380.00","1,147.22","850.00","1,355.42","1,331.25","954.17","779.79","1,009.59","977.10"
"Thalapath","970.00","1,175.88","1,125.00","1,253.13","1,273.34","1,452.92","1,727.68","1,713.63","2,151.19","2,166.97","1,778.72","1,879.64","1,592.80","1,607.58"
"Kumbala","464.00","493.70","551.97","618.57","662.35","939.26","1,160.03","1,110.72","1,227.68","949.69","686.52","539.65","689.64","802.48"
"Mullet","697.00","751.63","808.96","921.67","873.44","1,117.78","1,477.50","1,606.25","1,859.38","1,366.42","1,258.33","989.88","1,155.18","1,182.20"
"Prawns","878.00","926.19","1,007.23","1,029.32","1,048.07","1,110.34","1,106.55","1,255.89","1,536.25","1,516.67","1,415.63","1,437.20","1,430.76","1,235.01"
"Tilapia (M)","395.00","350.00","300.00","462.50","433.34","800.00","600.00","475.00","550.00","500.00","550.00","475.00","583.33","506.60"
"Source: Statistics Unit, Ministry of Fisheries","","","","","","","","","","","","","",""
"** Peliyagoda Central Fish Market","","","","","","","51","","","","","","",""
"na - Not available","","","","","","","","","","","","","",""
