Table 11: Income Received - Special Commodity Levey (Rs. Mn),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Item,2017.0,2018.0,2019.0,2020.0,2019           (Jan-Oct),2020                (Jan-Oct),2021              (Jan-Oct),Change % (2021/2019),Change % (2021/2020)
Dried Fish ,942.7256180600555,490.62466400000005,533.1168516638778,721.7351439929707,444.8862675691529,528.5389669513828,656.0017622685949,47.453812376131914,24.11606395880678
Dried Sprats,226.56742307460505,23.197675000000004,24.80194199739496,31.103863000000004,20.136249997412964,25.397241000000005,1842.2377010000002,9048.861884594622,7153.69224554746
Maldive fish,272.84452559830333,236.26941562644166,256.81810977475044,329.7969788590394,217.54328059416028,227.16303251807574,551.0554564516469,153.30842439563702,142.58148447098168
Canned Fish,2024.95800745826,996.2443501866037,843.4565512263555,1112.9683197572624,608.7641084610409,1102.5894865715536,23.62912753061683,-96.11850843336487,-97.8569424234136
Food Fish,1364.6046270278632,792.979975758636,1060.7370767704413,868.218221406666,980.423450104355,722.211331729013,725.3731409132834,-26.01430118424079,0.4377955655584708
Live fish,0.0,0.0,0.0,0.0,0,0,0,,
Other,0.0,0.0,0.0,0.0,0,0,0,,
Total,4831.700201219088,2539.3160805716816,2718.93053143282,3063.8225270159387,2271.7533567261216,2605.9000587700248,3798.297188164142,67.19672392772247,45.757592482534584
,,,,,,,,,
Table 12: Income Received - Other Taxes (Rs.Mn),,,,,,,,,
Item,2017.0,2018.0,2019.0,2020.0,2019           (Jan-Oct),2020                (Jan-Oct),2021              (Jan-Oct),Change % (2021/2019),Change % (2021/2020)
Dried Fish ,19.038972739445228,24.983142,26.28351839886263,0.14040658498157468,22.137429460093177,0.13865521439162717,0.0012902781606775955,-99.99417150865233,-99.06943408775581
Dried Sprats,46.84344749046022,46.873229000000016,47.57746599500277,0.45213699999999996,38.89128499500338,0.45213700000000007,0,-100,-100
Maldive fish,8.108721673290333,7.628100970359613,8.330608582195874,0.06550732686927971,7.102360351487449,0.06550067974612717,0,-100,-100
Canned Fish,47.825159792174865,28.84570866000506,30.28240190465171,0.7644647042615592,21.74789517572562,0.7574488609331275,2.1517843080274073,-90.10578131519979,184.08311359483062
Food Fish,64.705654215831,70.01801710387865,74.07060103155696,13.179581118382846,55.613265252466874,10.897298232939265,16.502492114899688,-70.32633843745099,51.43654658379086
Live fish,29.12013078185449,13.070425839027532,19.199723234472888,9.424333757688967,15.091094908972092,8.771457740062498,9.08812858092617,-39.77820273648259,3.61024188051798
Other,326.7620211412753,596.2619190798388,426.6126846171692,267.3364339786204,360.7653185422823,228.97752582837435,421.108383904981,16.72640419165636,83.90817281369989
Total,542.4041078343314,787.6805426531096,632.3570037639121,291.3628644708046,521.3486486860309,250.060023556447,448.85207918699496,-13.90558308374846,79.49773530500923
,,,,,,,,,
Table 13: Total Income Received - All Levies and Taxes (Rs.Mn),,,,,,,,,
Item,2017.0,2018.0,2019.0,2020.0,2019           (Jan-Oct),2020                (Jan-Oct),2021              (Jan-Oct),Change % (2021/2019),Change % (2021/2020)
Dried Fish ,961.7645907995008,515.6078060000001,559.4003700627404,721.8755505779521,467.0236970292461,528.6776221657743,656.0030525467555,40.46461811672805,24.08375634652009
Dried Sprats,273.41087056506524,70.07090400000001,72.37940799239773,31.556,59.02753499241634,25.84937800000001,1842.2377010000002,3020.9802361502725,7026.816362854068
Maldive fish,280.9532472715937,243.89751659680127,265.14871835694635,329.8624861859087,224.64564094564778,227.22853319782186,551.0554564516469,145.29986610555815,142.51155816417915
Canned Fish,2072.783167250435,1025.0900588466088,873.7389531310071,1113.732784461524,630.5120036367664,1103.3469354324868,25.780911838644236,-95.91111482573828,-97.66339027093606
Food Fish,1429.3102812436944,862.9979928625146,1134.8076778019981,881.3978025250487,1036.0367153568218,733.1086299619524,741.875633028183,-28.39292063383359,1.1958668480939292
Live fish,29.120130781854492,13.070425839027532,19.199723234472888,9.424333757688967,15.091094908972092,8.771457740062498,9.08812858092617,-39.77820273648259,3.61024188051798
Other,326.7620211412753,596.2619190798387,426.6126846171692,267.3364339786204,360.76531854228233,228.97752582837438,421.108383904981,16.726404191656343,83.90817281369986
Total,5374.1043090534195,3326.996623224791,3351.287535196732,3355.185391486743,2793.1020054121527,2855.9600823264723,4247.149267351137,52.05850910999662,48.71178675198423
