"","Description","Unit","","Indicator","",""
"6. Social Information**","","","2017","2018","2019","2020"
"6.1","Fisheries Inspector Divisions (Marine)","Numbers","149","149","149","149"
"6.2","Marine Fishing Households","Numbers","183,650","181,880","185,390","185,570"
"6.3","Inland Fishing Households","Numbers","54,170","56,250","64,290","81,070"
"6.4","Marine Fishers (Men & women)","Numbers","220,870","218,130","224,610","225,020"
"6.5","Inland Fishers (Men & women)","Numbers","60,595","61,590","70,715","90,650"
"6.6","Marine Fishing Household Population","Numbers","802,340","795,190","804,760","804,980"
"6.7","Inland Fishing Household Population","Numbers","216,270","222,270","247,570","318,730"
"6.8","Direct and Indirect Employments (Marine & Inland)","Numbers","582,000","583,000","585,000","586,000"
"6.9","Fishing and Related Livelihoods","Million","2.7","2.7","2.7","2.7"
"6.10","Fisher Organizations (FO) - Marine","Numbers","808","977","1,000","1,000"
"6.11","Fisher Organizations (FO) - Inland","Numbers","319","434","445","445"
"6.12","No. of Memberships in FO - Marine","Numbers","86,347","83,518","84,321","84,321"
"6.13","No. of Memberships in FO - Inland","Numbers","12,401","21,852","21,550","21,550"
"7. Fish Trade and Processing","","","2017","2018","2019","2020"
"7.1","Fish Processing Plants (EU Approved)","Numbers","33","34","34","31"
"7.2","Fish Packing Centers","Numbers","16","","","16"
"","","","","38","30",""
"7.3","Fish Processing Plants (Other)","Numbers","19","","","14"
"","","Rs.Mn","39,230","47,949","53,483","39,874"
"7.4","Annual Export Earnings","","","","",""
"","","US$ (million)","257","295","299","215"
"7.5","Annual Export Volume","Mt","24,827","27,998","28,771","21,298"
"","","Rs.Mn","33,969","32,726","38,952","35,504"
"7.6","Annual Import Expenditure","","","","",""
"","","US$ (million)","223","201","218","191"
"7.7","Annual Import Volume","Mt","106,020","84,463","95,637","85,809"
"","","Rs.Mn","5,261","15,222","14,531","4,370"
"7.8","Balance of Fish Trade (9)","","","","",""
"","","US$ (million)","35","94","81","24"
"","","Mt","13,279","13,448","14,252","8,992"
"7.9","Volume of Tuna Export","","","","",""
"","","Percentage","53.5","48.0","49.5","42.2"
"","","Rs.Mn.","19,698","22,277","24,309","17,003"
"7.10","Value of Tuna Export","","","","",""
"","","Percentage","50.2","46.5","45.5","42.6"
"","","Mt","5,725","7,597","8,980","6,750"
"7.11","Total Fish and Fishery Products Export to EU","","","","",""
"","","Percentage","23.1","27.1","31.2","31.7"
"","","Mt","4,142","4,936.0","5,200.0","3,576.0"
"7.12","Tuna Export to EU","","","","",""
"","","Percentage","31.2","36.7","36.5","39.8"
"8.  Other Selected Imports","","Unit","2017","2018","2019","2020"
"8.1","Imports of frozen mackerel For canned fish industry","Mt","4,052.2","1,401.2","3,391.0","3,948.0"
"","Value of imported frozen mackerel","Rs.Mn.","524.3","222.0","645.2","898.3"
"8.2","imports of baits for multiday fishery","Mt","2,679.5","4,597.8","5,097.3","3,604.9"
"","Value of imported baits","Rs.Mn.","640","1,103.6","1,141.9","839.9"
"9.  Spply of Fishery Products","","Unit","2017","2018","2019","2020"
"9.1","Supply of Dried fish","Mt","93,202","93,954","89,939","102,505"
"","Imported volume","Mt","33,012","32,704","35,059","42,745"
"","Domestically produced volume","Mt","60,190","61,250","54,880","59,760"
"9.2","Supply of Canned fish","Mt","44,231","30,793","39,457","30,073"
"","Imported volume","Mt","40,614","28,068","36,806","26,044"
"","Domestically produced volume","Mt","3,617","2,725","2,651","4,029"
"","Domestically produced volume","Millions of cans","8.5","6","6","10"
"","No of  local canned fish manufactureing companies","Numbers","","","","8"
